,Instrument,Revenue,EBITDA,Basic Normalized EPS,Total Assets,Total Debt,Price To Book Value Per Share (Daily Time Series Ratio),Net Income Incl Extra Before Distributions,Return On Equity - Mean
0,EPR,104670000,89766000,0.79276,3702048000,1645523000,1.7804105769999998,52636000,
1,EPR,99436000,83689000,0.56752,3903302000,1849424000,1.640650851,42821000,
2,EPR,101258000,82850000,0.74731,3991392000,1945864000,1.5515425619999998,48766000,
3,EPR,108335000,94335000,0.76093,4201105000,2037455000,1.7387191919999998,50195000,
4,EPR,111988000,97253000,0.7780600000000001,4217270000,1981920000,1.953882093,52750000,
5,EPR,118768000,103068000,0.76963,4343540000,1996131000,2.3366643209999998,54180000,
6,EPR,118033000,101624000,0.7379899999999999,4460224000,2098265000,2.28268215,55135000,
7,EPR,125610000,107932000,0.7853600000000001,4620970000,2248576000,2.085743437,57526000,
8,EPR,130831000,111694000,0.80553,4865022000,2485625000,2.143891466,58141000,
9,EPR,129112000,111643000,0.7183,5046782000,2616382000,2.078726932,53916000,
10,EPR,147782000,130823000,0.79874,5938886000,2792920000,1.7705924780000002,80535000,
11,EPR,151397000,131397000,0.76043,6133010000,2987925000,1.6695263519999999,62954000,
12,EPR,147700000,124778000,0.55913,6191493000,3028827000,1.402826619,65563000,
13,EPR,154968000,102528000,0.31697,6238866000,3131437000,1.67447982,29538000,
14,EPR,202867000,182137000,1.3935799999999998,6104224000,2983975000,1.7623680469999998,91581000,
15,EPR,176409000,156798000,1.1244100000000001,6114070000,2954962000,1.642898552,91833000,
16,EPR,166487000,143524000,0.86472,6131390000,2986054000,1.995568773,54031000,
17,EPR,164404000,131358000,0.73919,6431231000,3045742000,1.932964312,65349000,
18,EPR,175552000,133537000,0.7117100000000001,6746655000,3216623000,1.9576859914497802,66594000,
19,EPR,184723000,102691000,0.25326,6633290000,3101611000,1.8175618971219298,34003000,
