,Instrument,Revenue,EBITDA,Basic Normalized EPS,Total Assets,Total Debt,Price To Book Value Per Share (Daily Time Series Ratio),Net Income Incl Extra Before Distributions,Return On Equity - Mean
0,PK,613000000.0,124000000.0,0.04287,,,,147000000.0,
1,PK,719000000.0,218000000.0,0.23171,,,,45000000.0,
2,PK,681000000.0,195000000.0,0.1639,,,,32000000.0,
3,PK,675000000.0,193000000.0,0.34351,,,,68000000.0,
4,PK,661000000.0,168000000.0,0.15824000000000002,9838000000.0,4062000000.0,,22000000.0,
5,PK,725000000.0,215000000.0,0.3,9879000000.0,4062000000.0,,60000000.0,13.96
6,PK,671000000.0,183000000.0,0.17175,9969000000.0,3073000000.0,,34000000.0,11.85
7,PK,670000000.0,167000000.0,0.08649,9834000000.0,3012000000.0,1.273427216,17000000.0,9.4
8,PK,684000000.0,164000000.0,11.11374,9840000000.0,3012000000.0,1.2763152290000002,2350000000.0,9.19
9,PK,733000000.0,196000000.0,0.51869,9817000000.0,3014000000.0,0.937045364,112000000.0,8.54
10,PK,688000000.0,163000000.0,0.47663999999999995,9803000000.0,3015000000.0,0.9536094279999999,103000000.0,10.75
11,PK,686000000.0,161000000.0,-10.75117,9714000000.0,2961000000.0,0.99139708,60000000.0,8.47
12,PK,668000000.0,157000000.0,0.29858,9336000000.0,2946000000.0,0.94087822,150000000.0,9.38
13,PK,731000000.0,212000000.0,1.04669,9451000000.0,2947000000.0,1.0564369679999999,216000000.0,9.67
14,PK,652000000.0,152000000.0,0.255,9355000000.0,2948000000.0,1.124439858,52000000.0,12.1
15,PK,686000000.0,168000000.0,0.3365,9363000000.0,2948000000.0,0.9051546290000001,54000000.0,7.865
16,PK,659000000.0,161000000.0,0.3384,9394000000.0,2949000000.0,1.1103064009999999,96000000.0,7.405
17,PK,703000000.0,185000000.0,0.46403,9431000000.0,2949000000.0,0.986927126,82000000.0,
18,PK,672000000.0,165000000.0,0.34465999999999997,11620000000.0,4100000000.0,0.8954960631432151,5000000.0,
19,PK,,,,,,0.953204498939416,,
